Ticker,Name,Last Price,Market Cap,Volatility (1M),Volume Notional
MAS,Masco Corporation,68.1600,N/A for download,30.23,174201010.56
BG,Bunge Global SA,110.0600,N/A for download,30.46,232158362.80
WIX,Wix.com Ltd.,76.2400,N/A for download,30.47,185172855.60
CF,CF Industries Holdings Inc.,88.4200,N/A for download,30.50,219230846.92
MGM,MGM Resorts International,33.6000,N/A for download,30.62,158900817.60
GTLB,GitLab Inc.,33.0400,N/A for download,31.01,176015214.48
EXE,Expand Energy Corporation,104.7500,N/A for download,31.06,591347793.75
AR,Antero Resources Corporation,32.8700,N/A for download,31.19,208548875.59
FANG,Diamondback Energy Inc.,148.7000,N/A for download,31.25,305712627.40
ESTC,Elastic N.V.,69.5700,N/A for download,31.28,101045346.39
DG,Dollar General Corporation,146.6300,N/A for download,31.50,630763403.05
AIG,American International Group Inc.,72.4400,N/A for download,31.52,300916194.64
PSN,Parsons Corporation,71.2400,N/A for download,31.65,106534646.92
DAL,Delta Air Lines Inc.,67.4600,N/A for download,31.74,522166372.10
BAH,Booz Allen Hamilton Holding Corporation,93.4600,N/A for download,31.79,167414430.70
BROS,Dutch Bros Inc.,61.4100,N/A for download,32.02,180860187.66
KMX,CarMax Inc.,47.4500,N/A for download,32.07,195762472.10
AMCR,Amcor plc,41.1700,N/A for download,32.25,402400232.21
CNC,Centene Corporation,45.7600,N/A for download,32.29,194620345.92
OXY,Occidental Petroleum Corporation,42.2400,N/A for download,32.30,393774881.28
BKR,Baker Hughes Company,51.2600,N/A for download,32.38,580489256.60
BMRN,BioMarin Pharmaceutical Inc.,56.3100,N/A for download,32.43,188321981.49
OVV,Ovintiv Inc.,39.5600,N/A for download,32.45,115851657.80
WHR,Whirlpool Corporation,86.1200,N/A for download,32.73,125387619.68
DINO,HF Sinclair Corporation,48.1500,N/A for download,32.97,112316327.10
SWK,Stanley Black & Decker Inc.,80.7400,N/A for download,33.06,140297457.30
EMN,Eastman Chemical Company,66.1900,N/A for download,33.08,131503445.83
AKAM,Akamai Technologies Inc.,89.6000,N/A for download,33.33,298858739.20
OC,Owens Corning,120.8900,N/A for download,33.42,160038292.26
TRMB,Trimble Inc.,69.5900,N/A for download,33.47,250169786.90
TOL,Toll Brothers Inc.,143.8700,N/A for download,33.52,166099497.57
PCOR,Procore Technologies Inc.,64.4400,N/A for download,33.58,138569456.16
OKTA,Okta Inc.,87.7100,N/A for download,33.62,223238088.64
TWLO,Twilio Inc.,119.7200,N/A for download,33.74,286636377.56
ELF,e.l.f. Beauty Inc.,89.0400,N/A for download,33.74,165061283.52
