Ticker,Name,Last Price,Market Cap,Volatility (1M),Volume Notional
GMED,Globus Medical Inc.,94.6200,N/A for download,30.04,441802258.74
HALO,Halozyme Therapeutics Inc.,72.1300,N/A for download,30.12,206888675.75
TWLO,Twilio Inc.,137.4300,N/A for download,30.15,328032903.87
SFM,Sprouts Farmers Market Inc.,77.0900,N/A for download,30.16,296496542.81
BBIO,BridgeBio Pharma Inc.,73.8200,N/A for download,30.26,129550999.56
PDD,PDD Holdings Inc.,121.6000,N/A for download,30.29,871021043.20
DHI,D.R. Horton Inc.,145.9000,N/A for download,30.33,643477651.80
DG,Dollar General Corporation,144.0000,N/A for download,30.44,499106304.00
IR,Ingersoll Rand Inc.,84.3700,N/A for download,30.47,205222009.85
NBIX,Neurocrine Biosciences Inc.,135.5700,N/A for download,30.58,212652797.31
DECK,Deckers Outdoor Corporation,107.3600,N/A for download,30.64,340467439.84
YETI,YETI Holdings Inc.,49.1900,N/A for download,30.64,108815264.98
TECH,Bio-Techne Corporation,64.5800,N/A for download,30.79,126264814.02
JCI,Johnson Controls International plc,111.2900,N/A for download,30.79,909021950.63
OC,Owens Corning,117.0700,N/A for download,30.83,119523553.06
TREX,Trex Company Inc.,38.5200,N/A for download,30.88,130239240.12
SOLS,Solstice Advanced Materials Inc.,52.1100,N/A for download,30.98,177416936.82
FM,First Quantum Minerals Ltd.,37.9500,N/A for download,31.06,101311092.30
ROKU,Roku Inc.,108.8600,N/A for download,31.09,367567422.90
OLLI,Ollie's Bargain Outlet Holdings Inc.,112.5400,N/A for download,31.21,134202486.98
CART,Maplebear Inc.,43.0300,N/A for download,31.30,193867534.12
APG,APi Group Corporation,40.4900,N/A for download,31.36,150413628.66
SBUX,Starbucks Corporation,88.1800,N/A for download,31.40,717797104.30
GTLB,GitLab Inc.,35.5500,N/A for download,31.47,181837325.70
CMC,Commercial Metals Company,70.6100,N/A for download,31.59,175621686.27
OMC,Omnicom Group Inc.,78.7900,N/A for download,31.72,247292500.12
RVTY,Revvity Inc.,101.7100,N/A for download,31.73,103934092.57
PVH,PVH Corp.,68.3300,N/A for download,31.85,120752844.33
PTGX,Protagonist Therapeutics Inc.,80.2000,N/A for download,32.08,119335434.60
LOAR,Loar Holdings Inc.,73.3800,N/A for download,32.11,114535026.24
CHH,Choice Hotels International Inc.,105.5000,N/A for download,32.18,111697070.00
IP,International Paper Company,42.0800,N/A for download,32.25,242873640.96
SN,SharkNinja Inc.,122.9400,N/A for download,32.38,289694955.42
TRU,TransUnion,84.3400,N/A for download,32.39,148000085.02
KKR,KKR & Co. Inc.,133.6400,N/A for download,32.54,460957770.00
TOST,Toast Inc.,36.6200,N/A for download,32.76,333096398.88
K,Kinross Gold Corporation,42.8400,N/A for download,32.83,182981506.68
LEN,Lennar Corporation,109.5500,N/A for download,33.01,459558415.75
ATI,ATI Inc.,118.5900,N/A for download,33.01,227123093.64
URBN,Urban Outfitters Inc.,81.7200,N/A for download,33.02,154221003.36
ON,ON Semiconductor Corporation,60.8900,N/A for download,33.18,618083795.14
FTI,TechnipFMC plc,49.4400,N/A for download,33.27,168390217.44
BBY,Best Buy Co. Inc.,71.8100,N/A for download,33.34,400232532.33
CELC,Celcuity Inc.,104.6700,N/A for download,33.40,102185238.87
BROS,Dutch Bros Inc.,63.0600,N/A for download,33.50,161492750.28
JEF,Jefferies Financial Group Inc.,61.0500,N/A for download,33.51,257870926.50
ALK,Alaska Air Group Inc.,48.5800,N/A for download,33.62,188791450.26
EL,The Estée Lauder Companies Inc.,110.2700,N/A for download,33.67,373001397.13
CNC,Centene Corporation,46.9200,N/A for download,33.80,450130867.44
DINO,HF Sinclair Corporation,50.6000,N/A for download,34.02,200454834.80
OKTA,Okta Inc.,93.9300,N/A for download,34.02,189023886.63
U,Unity Software Inc.,45.2800,N/A for download,34.09,305452314.40
CG,The Carlyle Group Inc.,64.6800,N/A for download,34.16,143670514.68
ILMN,Illumina Inc.,145.8300,N/A for download,34.17,234005817.84
EMN,Eastman Chemical Company,68.7800,N/A for download,34.26,159443113.58
RBLX,Roblox Corporation,73.8900,N/A for download,34.46,987992056.80
AR,Antero Resources Corporation,32.1800,N/A for download,34.47,175270654.78
FBIN,Fortune Brands Innovations Inc.,55.0000,N/A for download,34.89,131307935.00
SW,Smurfit Westrock Plc,42.3000,N/A for download,34.90,387332005.50
SWK,Stanley Black & Decker Inc.,81.4900,N/A for download,35.42,221074465.47
CROX,Crocs Inc.,86.5700,N/A for download,35.54,104220930.44
DDOG,Datadog Inc.,130.6800,N/A for download,35.66,715719723.84
IBKR,Interactive Brokers Group Inc.,70.1600,N/A for download,35.68,289349171.28
MHK,Mohawk Industries Inc.,114.2600,N/A for download,35.78,123485580.92
APH,Amphenol Corporation,136.2500,N/A for download,36.01,949806107.50
DLTR,Dollar Tree Inc.,131.6100,N/A for download,36.06,417295037.34
ARM,Arm Holdings plc,113.0800,N/A for download,36.11,531586818.40
TTD,The Trade Desk Inc.,37.3000,N/A for download,36.18,478526996.60
ELF,e.l.f. Beauty Inc.,86.0500,N/A for download,36.24,261172850.45
OXY,Occidental Petroleum Corporation,43.2300,N/A for download,36.27,677443669.32
TEAM,Atlassian Corporation,149.4300,N/A for download,36.42,611887159.44
INCY,Incyte Corporation,105.9200,N/A for download,36.64,273106564.16
CELH,Celsius Holdings Inc.,51.2800,N/A for download,36.70,254852472.16
PSN,Parsons Corporation,68.1700,N/A for download,36.76,149041366.23
ESTC,Elastic N.V.,78.4800,N/A for download,36.85,130926849.84
FANG,Diamondback Energy Inc.,147.6600,N/A for download,36.95,368712335.76
ENPH,Enphase Energy Inc.,35.4300,N/A for download,37.05,282356302.59
LYB,LyondellBasell Industries N.V.,47.6400,N/A for download,37.17,335996773.56
KMX,CarMax Inc.,44.6200,N/A for download,37.24,222346546.68
SWKS,Skyworks Solutions Inc.,60.6600,N/A for download,37.36,296163290.34
DOCU,DocuSign Inc.,69.8000,N/A for download,37.70,216665202.80
LKQ,LKQ Corporation,33.0000,N/A for download,37.76,122689974.00
