Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
NEM,74296117.76,14000000.00,09:32:28,2026-01-16
COP,66222195.00,14000000.00,09:32:28,2026-01-16
SBUX,57226132.32,14000000.00,09:32:28,2026-01-16
NKE,47761282.50,14000000.00,09:32:28,2026-01-16
APLD,46234953.60,14000000.00,09:32:28,2026-01-16
SLB,46075820.76,14000000.00,09:32:28,2026-01-16
CRH,44584977.36,14000000.00,09:32:28,2026-01-16
DDOG,28944285.92,14000000.00,09:32:28,2026-01-16
BKR,28307649.30,14000000.00,09:32:28,2026-01-16
PSX,27702561.00,14000000.00,09:32:28,2026-01-16
SYF,26041039.20,14000000.00,09:32:28,2026-01-16
MRNA,26007196.80,14000000.00,09:32:28,2026-01-16
SMCI,25946362.44,14000000.00,09:32:28,2026-01-16
TCOM,24592196.16,14000000.00,09:32:28,2026-01-16
MCHP,24031044.82,14000000.00,09:32:28,2026-01-16
CCL,23428793.52,14000000.00,09:32:28,2026-01-16
OXY,22869480.88,14000000.00,09:32:28,2026-01-16
AIG,22006915.20,14000000.00,09:32:28,2026-01-16
UAL,21963699.96,14000000.00,09:32:28,2026-01-16
IBKR,21617120.30,14000000.00,09:32:28,2026-01-16
GLXY,21168627.48,14000000.00,09:32:28,2026-01-16
IONQ,20557801.74,14000000.00,09:32:28,2026-01-16
HAL,19692935.32,14000000.00,09:32:28,2026-01-16
PHM,18930254.64,14000000.00,09:32:28,2026-01-16
CRDO,18529737.63,14000000.00,09:32:28,2026-01-16
KTOS,18270104.82,14000000.00,09:32:28,2026-01-16
DKNG,17755815.00,14000000.00,09:32:28,2026-01-16
AA,17752867.86,14000000.00,09:32:28,2026-01-16
DVN,17625816.20,14000000.00,09:32:28,2026-01-16
FANG,16954194.56,14000000.00,09:32:28,2026-01-16
ARM,16129767.89,14000000.00,09:32:28,2026-01-16
LEN,15602377.56,14000000.00,09:32:28,2026-01-16
DLTR,14752960.08,14000000.00,09:32:28,2026-01-16
CSGP,14633950.03,14000000.00,09:32:28,2026-01-16
ON,14357621.60,14000000.00,09:32:28,2026-01-16
BBIO,14212000.88,14000000.00,09:32:28,2026-01-16
