Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
NEM,47423443.60,14000000.00,09:32:25,2025-12-29
IREN,38136846.54,14000000.00,09:32:25,2025-12-29
NBIS,34487323.00,14000000.00,09:32:25,2025-12-29
BE,29396256.00,14000000.00,09:32:25,2025-12-29
IONQ,25676853.58,14000000.00,09:32:25,2025-12-29
SMCI,23287632.30,14000000.00,09:32:25,2025-12-29
MRVL,23120760.81,14000000.00,09:32:25,2025-12-29
OKLO,22765903.60,14000000.00,09:32:25,2025-12-29
ALB,21456621.36,14000000.00,09:32:25,2025-12-29
UBER,19762186.59,14000000.00,09:32:25,2025-12-29
ARM,18537849.54,14000000.00,09:32:25,2025-12-29
ANET,18516543.90,14000000.00,09:32:25,2025-12-29
CRDO,18390424.92,14000000.00,09:32:25,2025-12-29
NOW,15820702.92,14000000.00,09:32:25,2025-12-29
CRCL,15361009.29,14000000.00,09:32:25,2025-12-29
