Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
TEM,72027149.52,14000000.00,09:32:27,2026-01-12
HIMS,38987471.88,14000000.00,09:32:27,2026-01-12
NEM,36091350.96,14000000.00,09:32:27,2026-01-12
KTOS,33513164.25,14000000.00,09:32:27,2026-01-12
IONQ,30344066.28,14000000.00,09:32:27,2026-01-12
SLB,29724015.60,14000000.00,09:32:27,2026-01-12
MP,27010792.32,14000000.00,09:32:27,2026-01-12
SATS,26044870.10,14000000.00,09:32:27,2026-01-12
AFRM,25041157.82,14000000.00,09:32:27,2026-01-12
DDOG,24879220.12,14000000.00,09:32:27,2026-01-12
COP,23919433.26,14000000.00,09:32:27,2026-01-12
BIDU,22204441.46,14000000.00,09:32:27,2026-01-12
BILI,19295528.28,14000000.00,09:32:27,2026-01-12
SMCI,18233415.86,14000000.00,09:32:27,2026-01-12
CRCL,16554020.52,14000000.00,09:32:27,2026-01-12
OXY,16106037.00,14000000.00,09:32:27,2026-01-12
DELL,16076305.00,14000000.00,09:32:27,2026-01-12
AA,15035173.34,14000000.00,09:32:27,2026-01-12
HAL,14476341.56,14000000.00,09:32:27,2026-01-12
URBN,14271252.78,14000000.00,09:32:27,2026-01-12
