Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
KTOS,26029487.50,14000000.00,09:32:53,2026-02-24
DOCU,25368126.00,14000000.00,09:32:53,2026-02-24
WDAY,24313796.32,14000000.00,09:32:53,2026-02-24
NBIS,23648273.81,14000000.00,09:32:53,2026-02-24
MRVL,22744878.00,14000000.00,09:32:53,2026-02-24
RKLB,21789361.44,14000000.00,09:32:53,2026-02-24
BSX,19913179.50,14000000.00,09:32:53,2026-02-24
OXY,19513575.77,14000000.00,09:32:53,2026-02-24
SMCI,16983076.95,14000000.00,09:32:53,2026-02-24
LMND,16199981.88,14000000.00,09:32:53,2026-02-24
RBLX,15882105.22,14000000.00,09:32:53,2026-02-24
ZS,15272599.16,14000000.00,09:32:53,2026-02-24
FTNT,14659841.85,14000000.00,09:32:53,2026-02-24
SLB,14373968.64,14000000.00,09:32:53,2026-02-24
GILD,14365092.06,14000000.00,09:32:53,2026-02-24
IONQ,14010926.13,14000000.00,09:32:53,2026-02-24
