Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
OXY,114143845.72,14000000.00,09:33:16,2026-02-19
SMCI,98824281.25,14000000.00,09:33:16,2026-02-19
EBAY,61709043.37,14000000.00,09:33:16,2026-02-19
ETSY,43410357.68,14000000.00,09:33:16,2026-02-19
DELL,36672275.04,14000000.00,09:33:16,2026-02-19
NEM,31495905.42,14000000.00,09:33:16,2026-02-19
W,30860843.91,14000000.00,09:33:16,2026-02-19
BSX,27548504.40,14000000.00,09:33:16,2026-02-19
DIS,26398062.25,14000000.00,09:33:16,2026-02-19
LMND,26267336.00,14000000.00,09:33:16,2026-02-19
EQT,25704028.73,14000000.00,09:33:16,2026-02-19
SLB,25651686.64,14000000.00,09:33:16,2026-02-19
BX,24821497.73,14000000.00,09:33:16,2026-02-19
TEM,23017859.04,14000000.00,09:33:16,2026-02-19
OMC,22486033.36,14000000.00,09:33:16,2026-02-19
GILD,22435264.14,14000000.00,09:33:16,2026-02-19
PYPL,20898727.05,14000000.00,09:33:16,2026-02-19
ASTS,20492908.80,14000000.00,09:33:16,2026-02-19
CARR,19964916.50,14000000.00,09:33:16,2026-02-19
APO,19621315.00,14000000.00,09:33:16,2026-02-19
ABNB,18688570.56,14000000.00,09:33:16,2026-02-19
RDDT,17628082.44,14000000.00,09:33:16,2026-02-19
IONQ,16817916.40,14000000.00,09:33:16,2026-02-19
ABT,16759496.01,14000000.00,09:33:16,2026-02-19
OKLO,15013538.62,14000000.00,09:33:16,2026-02-19
CRDO,14980883.79,14000000.00,09:33:16,2026-02-19
KKR,14043410.08,14000000.00,09:33:16,2026-02-19
KTOS,14022133.07,14000000.00,09:33:16,2026-02-19
