Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
CRDO,53093161.94,14000000.00,09:32:38,2026-01-07
CFLT,33563796.80,14000000.00,09:32:38,2026-01-07
NOW,32742188.00,14000000.00,09:32:38,2026-01-07
BIDU,28553910.21,14000000.00,09:32:38,2026-01-07
VSNT,27709696.05,14000000.00,09:32:38,2026-01-07
DELL,25463460.00,14000000.00,09:32:38,2026-01-07
CSGP,25359955.25,14000000.00,09:32:38,2026-01-07
APLD,24891419.00,14000000.00,09:32:38,2026-01-07
MP,22033678.40,14000000.00,09:32:38,2026-01-07
AA,21339592.65,14000000.00,09:32:38,2026-01-07
IONQ,18499150.00,14000000.00,09:32:38,2026-01-07
W,17433893.89,14000000.00,09:32:38,2026-01-07
SMCI,17186045.62,14000000.00,09:32:38,2026-01-07
CRCL,15994608.54,14000000.00,09:32:38,2026-01-07
ARM,15602781.87,14000000.00,09:32:38,2026-01-07
CRH,15343847.74,14000000.00,09:32:38,2026-01-07
AIR,14276267.29,14000000.00,09:32:38,2026-01-07
