Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
NEM,47768467.00,14000000.00,09:32:45,2026-02-17
SLB,33676068.64,14000000.00,09:32:45,2026-02-17
SYF,27381221.60,14000000.00,09:32:45,2026-02-17
TGT,22681990.10,14000000.00,09:32:45,2026-02-17
ICE,21344260.55,14000000.00,09:32:45,2026-02-17
TEAM,21213726.72,14000000.00,09:32:45,2026-02-17
MO,21025314.40,14000000.00,09:32:45,2026-02-17
SBUX,19776607.40,14000000.00,09:32:45,2026-02-17
RBLX,19363497.24,14000000.00,09:32:45,2026-02-17
RKLB,18701461.24,14000000.00,09:32:45,2026-02-17
MRVL,18126037.86,14000000.00,09:32:45,2026-02-17
BX,18075121.99,14000000.00,09:32:45,2026-02-17
TWLO,17728698.00,14000000.00,09:32:45,2026-02-17
CRDO,17539342.50,14000000.00,09:32:45,2026-02-17
CCL,17398489.60,14000000.00,09:32:45,2026-02-17
ON,17302217.62,14000000.00,09:32:45,2026-02-17
CVS,16420665.12,14000000.00,09:32:45,2026-02-17
LUV,16157259.88,14000000.00,09:32:45,2026-02-17
STZ,15814400.72,14000000.00,09:32:45,2026-02-17
SMCI,15346179.25,14000000.00,09:32:45,2026-02-17
IONQ,15247629.00,14000000.00,09:32:45,2026-02-17
SE,15029862.00,14000000.00,09:32:45,2026-02-17
BIDU,15012965.04,14000000.00,09:32:45,2026-02-17
WDAY,14871987.69,14000000.00,09:32:45,2026-02-17
APLD,14835147.75,14000000.00,09:32:45,2026-02-17
XYL,14825701.52,14000000.00,09:32:45,2026-02-17
FITB,14800163.91,14000000.00,09:32:45,2026-02-17
OKLO,14491782.60,14000000.00,09:32:45,2026-02-17
MP,14444268.30,14000000.00,09:32:45,2026-02-17
SW,14387776.70,14000000.00,09:32:45,2026-02-17
PHM,14035852.35,14000000.00,09:32:45,2026-02-17
