Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
DOW,28992320.00,14000000.00,09:33:09,2026-03-06
IOT,28011287.34,14000000.00,09:33:09,2026-03-06
OXY,24883003.20,14000000.00,09:33:09,2026-03-06
MRNA,22452597.24,14000000.00,09:33:09,2026-03-06
ALAB,19327942.84,14000000.00,09:33:09,2026-03-06
NBIS,18889748.80,14000000.00,09:33:09,2026-03-06
PYPL,18373244.40,14000000.00,09:33:09,2026-03-06
CF,18129104.00,14000000.00,09:33:09,2026-03-06
KTOS,16722773.88,14000000.00,09:33:09,2026-03-06
GM,16049293.90,14000000.00,09:33:09,2026-03-06
WDAY,15639282.87,14000000.00,09:33:09,2026-03-06
PAAS,15470412.20,14000000.00,09:33:09,2026-03-06
