Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
TEM,40462859.48,14000000.00,09:33:17,2026-02-05
DDOG,38772798.30,14000000.00,09:33:17,2026-02-05
HUT,35055087.58,14000000.00,09:33:17,2026-02-05
EL,28093446.96,14000000.00,09:33:17,2026-02-05
TTMI,26475996.35,14000000.00,09:33:17,2026-02-05
TRI,24181809.00,14000000.00,09:33:17,2026-02-05
ALAB,22614470.90,14000000.00,09:33:17,2026-02-05
FAST,22158818.82,14000000.00,09:33:17,2026-02-05
TSEM,18837489.93,14000000.00,09:33:17,2026-02-05
PDD,18665660.00,14000000.00,09:33:17,2026-02-05
CRCL,17318467.75,14000000.00,09:33:17,2026-02-05
RBLX,16879132.80,14000000.00,09:33:17,2026-02-05
BIDU,16874319.78,14000000.00,09:33:17,2026-02-05
OXY,16624909.50,14000000.00,09:33:17,2026-02-05
CCL,16057230.40,14000000.00,09:33:17,2026-02-05
CVS,15038251.31,14000000.00,09:33:17,2026-02-05
TRU,14829532.63,14000000.00,09:33:17,2026-02-05
DOW,14785394.80,14000000.00,09:33:17,2026-02-05
MP,14731165.38,14000000.00,09:33:17,2026-02-05
CRH,14109142.08,14000000.00,09:33:17,2026-02-05
RBRK,14087075.16,14000000.00,09:33:17,2026-02-05
