Ticker,Name,Last Price,Market Cap,Volatility (1M),Volume Notional
CLX,The Clorox Company,94.7700,N/A for download,30.02,364681404.36
SU,Suncor Energy Inc.,91.8100,N/A for download,30.11,217841718.45
A,Agilent Technologies Inc.,111.3000,N/A for download,30.21,234858136.80
APG,APi Group Corporation,48.6600,N/A for download,30.25,135396936.60
UBER,Uber Technologies Inc.,74.4700,N/A for download,30.30,875157439.64
PFGC,Performance Food Group Company,88.1500,N/A for download,30.31,140942594.25
CNM,Core & Main Inc.,48.4400,N/A for download,30.33,118865801.88
PNFP,Pinnacle Financial Partners Inc.,97.7100,N/A for download,30.34,133389588.18
EW,Edwards Lifesciences Corporation,81.2200,N/A for download,30.48,407293771.56
AER,AerCap Holdings N.V.,138.1100,N/A for download,30.72,265114022.46
LEN,Lennar Corporation,88.7100,N/A for download,30.93,230906275.14
HAL,Halliburton Company,41.8100,N/A for download,31.10,495063764.38
AOS,A. O. Smith Corporation,63.6800,N/A for download,31.12,166575990.72
GKOS,Glaukos Corporation,116.9600,N/A for download,31.24,136173253.12
CDW,CDW Corporation,135.5600,N/A for download,31.30,191087002.72
G,Genpact Limited,33.8800,N/A for download,31.49,114639180.04
BTSG,BrightSpring Health Services Inc.,48.1500,N/A for download,31.55,143574247.80
BRO,Brown & Brown Inc.,61.6400,N/A for download,31.55,235239505.80
CHH,Choice Hotels International Inc.,117.3600,N/A for download,31.59,112846921.20
XYL,Xylem Inc.,115.4000,N/A for download,31.64,307072476.00
CCI,Crown Castle Inc.,85.8700,N/A for download,31.74,247656293.08
PDD,PDD Holdings Inc.,97.6700,N/A for download,31.83,363235413.69
EOG,EOG Resources Inc.,139.1200,N/A for download,31.91,431204387.68
EHC,Encompass Health Corporation,102.6100,N/A for download,31.93,142073087.73
TW,Tradeweb Markets Inc.,118.1200,N/A for download,32.30,394929258.96
TOU,Tourmaline Oil Corp.,64.5800,N/A for download,32.37,134133176.64
CYTK,Cytokinetics Incorporated,59.5800,N/A for download,32.42,140184173.34
PSN,Parsons Corporation,50.3000,N/A for download,32.60,131732832.90
DAR,Darling Ingredients Inc.,62.8000,N/A for download,32.77,235457986.80
NTAP,NetApp Inc.,108.6500,N/A for download,32.88,167084686.25
MDLN,Medline Inc.,43.4000,N/A for download,32.95,366748618.60
CTSH,Cognizant Technology Solutions Corporation,54.7000,N/A for download,32.99,448245495.20
DXCM,DexCom Inc.,57.5600,N/A for download,33.31,377523376.80
DG,Dollar General Corporation,114.1300,N/A for download,33.34,339536521.74
CCK,Crown Holdings Inc.,99.0200,N/A for download,33.35,131575498.54
WLK,Westlake Corporation,111.4100,N/A for download,33.36,103608291.93
CRH,CRH plc,113.4400,N/A for download,33.44,545500629.60
KNX,Knight-Swift Transportation Holdings Inc.,63.3600,N/A for download,33.58,205693868.16
CPX,Capital Power Corporation,62.3700,N/A for download,33.69,114506829.36
AR,Antero Resources Corporation,39.0100,N/A for download,33.76,189181023.52
MHK,Mohawk Industries Inc.,102.8900,N/A for download,34.04,144841031.03
GDDY,GoDaddy Inc.,85.7600,N/A for download,34.09,261836000.00
BKR,Baker Hughes Company,68.8100,N/A for download,34.16,536735752.98
PCAR,PACCAR Inc,118.1400,N/A for download,34.25,402022268.34
GM,General Motors Company,76.6200,N/A for download,34.26,708748102.02
EL,The Estée Lauder Companies Inc.,75.6900,N/A for download,34.64,239545831.32
EQH,Equitable Holdings Inc.,41.4700,N/A for download,34.74,144773802.03
JD,JD.com Inc.,29.7000,N/A for download,34.85,125189806.50
OLED,Universal Display Corporation,89.6300,N/A for download,35.15,121174471.83
LRN,Stride Inc.,95.1600,N/A for download,35.17,228355356.84
CVS,CVS Health Corporation,83.9000,N/A for download,35.23,638445523.90
ALLE,Allegion plc,137.3700,N/A for download,35.26,217276068.45
ALLY,Ally Financial Inc.,43.8100,N/A for download,35.38,104406502.46
BEN,Franklin Resources Inc.,29.4500,N/A for download,35.39,282825754.95
EBAY,eBay Inc.,103.7900,N/A for download,35.75,707300722.91
P,Everpure Inc.,70.3100,N/A for download,35.75,125105887.57
CTRA,Coterra Energy Inc.,35.6800,N/A for download,35.93,372365328.64
TOL,Toll Brothers Inc.,139.5700,N/A for download,36.05,130555871.55
DVN,Devon Energy Corporation,51.0800,N/A for download,36.14,873098334.04
EPAM,EPAM Systems Inc.,112.9100,N/A for download,36.24,193650473.17
BABA,Alibaba Group Holding Limited,130.4300,N/A for download,36.26,832931327.63
FPS,Forgent Power Solutions Inc.,36.3000,N/A for download,36.41,146939931.60
TKR,The Timken Company,106.5300,N/A for download,36.52,110999998.80
APTV,Aptiv PLC,58.3300,N/A for download,36.57,136931541.56
LYV,Live Nation Entertainment Inc.,153.1300,N/A for download,36.59,222772145.83
WFRD,Weatherford International plc,107.1400,N/A for download,36.60,185326057.84
CG,The Carlyle Group Inc.,47.8100,N/A for download,36.62,160834704.59
STZ,Constellation Brands Inc.,150.4000,N/A for download,36.70,298442480.00
EMR,Emerson Electric Co.,136.5600,N/A for download,36.86,391441456.08
VIRT,Virtu Financial Inc.,50.8200,N/A for download,36.89,109339636.56
NVT,nVent Electric plc,137.3700,N/A for download,36.99,228043129.05
SCHW,The Charles Schwab Corporation,91.1600,N/A for download,37.09,759210836.28
VST,Vistra Corp.,153.7900,N/A for download,37.20,767848556.02
MKC,McCormick & Company Incorporated,50.5400,N/A for download,37.33,138808362.70
ILMN,Illumina Inc.,120.3700,N/A for download,37.53,209572836.64
MTN,Vail Resorts Inc.,122.1600,N/A for download,37.54,127125193.20
FTNT,Fortinet Inc.,86.1100,N/A for download,37.56,263615431.80
PHM,PulteGroup Inc.,120.7100,N/A for download,37.65,257789845.23
OC,Owens Corning,121.1800,N/A for download,37.73,125184877.82
APO,Apollo Global Management Inc.,122.2800,N/A for download,37.82,285614287.20
TPR,Tapestry Inc.,141.6000,N/A for download,37.86,237861379.20
FAST,Fastenal Company,43.7100,N/A for download,38.01,271541206.56
DHI,D.R. Horton Inc.,151.6500,N/A for download,38.10,330274895.40
