Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
MP,51621712.74,14000000.00,09:33:09,2026-02-02
OKLO,35177757.00,14000000.00,09:33:09,2026-02-02
PDD,32282752.32,14000000.00,09:33:09,2026-02-02
IONQ,31676488.79,14000000.00,09:33:09,2026-02-02
PAAS,31003983.50,14000000.00,09:33:09,2026-02-02
CRDO,28147854.80,14000000.00,09:33:09,2026-02-02
MRVL,27437842.41,14000000.00,09:33:09,2026-02-02
ANET,26484215.92,14000000.00,09:33:09,2026-02-02
OXY,25977707.82,14000000.00,09:33:09,2026-02-02
ARM,21005834.22,14000000.00,09:33:09,2026-02-02
COP,20841018.10,14000000.00,09:33:09,2026-02-02
SLB,20489185.71,14000000.00,09:33:09,2026-02-02
CVS,20072961.48,14000000.00,09:33:09,2026-02-02
RMBS,19877431.70,14000000.00,09:33:09,2026-02-02
KTOS,19859510.34,14000000.00,09:33:09,2026-02-02
DAL,19506018.75,14000000.00,09:33:09,2026-02-02
GIS,18450729.00,14000000.00,09:33:09,2026-02-02
DVN,18256659.80,14000000.00,09:33:09,2026-02-02
MO,17998360.38,14000000.00,09:33:09,2026-02-02
UAL,17961266.60,14000000.00,09:33:09,2026-02-02
ALAB,16328732.77,14000000.00,09:33:09,2026-02-02
AU,15950811.06,14000000.00,09:33:09,2026-02-02
BIDU,15638062.68,14000000.00,09:33:09,2026-02-02
MRNA,15624142.05,14000000.00,09:33:09,2026-02-02
TEAM,15398714.16,14000000.00,09:33:09,2026-02-02
CCL,15325287.28,14000000.00,09:33:09,2026-02-02
DDOG,15196555.44,14000000.00,09:33:09,2026-02-02
CRH,14955491.75,14000000.00,09:33:09,2026-02-02
SMCI,14722060.32,14000000.00,09:33:09,2026-02-02
SATS,14102398.80,14000000.00,09:33:09,2026-02-02
