Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
BIDU,75049215.12,14000000.00,09:32:18,2026-01-02
MRVL,57467627.58,14000000.00,09:32:18,2026-01-02
UBER,39519734.52,14000000.00,09:32:18,2026-01-02
ASTS,37786947.66,14000000.00,09:32:18,2026-01-02
SMCI,30456017.76,14000000.00,09:32:18,2026-01-02
NOW,28743372.36,14000000.00,09:32:18,2026-01-02
SE,27205665.20,14000000.00,09:32:18,2026-01-02
ARM,26977067.12,14000000.00,09:32:18,2026-01-02
NBIS,25616473.61,14000000.00,09:32:18,2026-01-02
BE,24681683.55,14000000.00,09:32:18,2026-01-02
IREN,21362279.40,14000000.00,09:32:18,2026-01-02
ANET,18130530.60,14000000.00,09:32:18,2026-01-02
ON,17533090.25,14000000.00,09:32:18,2026-01-02
CRDO,17427502.40,14000000.00,09:32:18,2026-01-02
IONQ,16640758.77,14000000.00,09:32:18,2026-01-02
CFLT,15850128.75,14000000.00,09:32:18,2026-01-02
OKLO,15849619.87,14000000.00,09:32:18,2026-01-02
HIMS,15624411.00,14000000.00,09:32:18,2026-01-02
APH,15219771.52,14000000.00,09:32:18,2026-01-02
NEM,14884613.13,14000000.00,09:32:18,2026-01-02
DELL,14757140.40,14000000.00,09:32:18,2026-01-02
CRCL,14693478.40,14000000.00,09:32:18,2026-01-02
CCL,14525791.83,14000000.00,09:32:18,2026-01-02
W,14243255.82,14000000.00,09:32:18,2026-01-02
