Ticker,Name,Last Price,Market Cap,Volatility (1M),Volume Notional
BN,Brookfield Corporation,56.7000,N/A for download,30.13,104014845.90
GPC,Genuine Parts Company,103.8400,N/A for download,30.28,135877443.68
TSCO,Tractor Supply Company,43.6400,N/A for download,30.37,224052560.40
MIDD,The Middleby Corporation,135.2400,N/A for download,30.55,105323153.88
CNM,Core & Main Inc.,50.4100,N/A for download,30.58,108747728.65
DD,DuPont de Nemours Inc.,45.5300,N/A for download,30.67,129967798.09
NTAP,NetApp Inc.,97.6100,N/A for download,30.71,247861365.83
FWONK,Formula One Group,86.5000,N/A for download,30.76,118299303.00
TOU,Tourmaline Oil Corp.,64.3900,N/A for download,30.76,139399649.53
GWRE,Guidewire Software Inc.,146.0800,N/A for download,30.80,123642404.16
OVV,Ovintiv Inc.,60.7300,N/A for download,30.83,273250687.55
CLX,The Clorox Company,103.0400,N/A for download,31.09,169457832.32
CNQ,Canadian Natural Resources Limited,68.2300,N/A for download,31.23,813128227.57
PYPL,PayPal Holdings Inc.,44.8700,N/A for download,31.50,467378707.95
GEHC,GE HealthCare Technologies Inc.,69.7300,N/A for download,31.70,224059992.23
EQT,EQT Corporation,60.6900,N/A for download,31.72,347206276.20
WYNN,Wynn Resorts Limited,100.4300,N/A for download,31.76,154138357.12
RRC,Range Resources Corporation,44.2500,N/A for download,32.02,140146166.25
IR,Ingersoll Rand Inc.,79.5500,N/A for download,32.04,243073775.50
EXE,Expand Energy Corporation,101.9300,N/A for download,32.07,376016100.52
PDD,PDD Holdings Inc.,99.5400,N/A for download,32.07,494478487.44
C,Citigroup Inc.,117.1300,N/A for download,32.19,989761735.69
DHI,D.R. Horton Inc.,137.0700,N/A for download,32.45,367388446.86
FTI,TechnipFMC plc,73.2100,N/A for download,32.46,235115013.15
PHM,PulteGroup Inc.,115.0900,N/A for download,32.59,291484529.94
JCI,Johnson Controls International plc,133.1500,N/A for download,32.66,315394801.70
RCIB,Rogers Communications Inc.,46.1900,N/A for download,32.72,144616224.81
CRH,CRH plc,105.8700,N/A for download,32.77,622997731.98
ADM,Archer-Daniels-Midland Company,72.1500,N/A for download,32.78,193327873.05
AER,AerCap Holdings N.V.,140.8300,N/A for download,32.83,130850082.05
BWA,BorgWarner Inc.,52.3900,N/A for download,32.84,132066178.92
BAH,Booz Allen Hamilton Holding Corporation,84.0800,N/A for download,32.97,128475585.28
TWLO,Twilio Inc.,132.5600,N/A for download,33.03,408053747.92
DAR,Darling Ingredients Inc.,63.5100,N/A for download,33.13,150783917.76
CCI,Crown Castle Inc.,84.9100,N/A for download,33.53,184532100.97
IFF,International Flavors & Fragrances Inc.,69.9800,N/A for download,33.71,105740619.76
DT,Dynatrace Inc.,37.2000,N/A for download,34.24,234964909.20
CSGP,CoStar Group Inc.,39.4800,N/A for download,34.33,168870093.84
TPG,TPG Inc.,37.9900,N/A for download,34.35,100057986.02
