Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
MDLN,84879413.01,14000000.00,09:33:10,2026-03-05
CRDO,63500049.36,14000000.00,09:33:10,2026-03-05
LYB,43813888.00,14000000.00,09:33:10,2026-03-05
ALAB,39804940.80,14000000.00,09:33:10,2026-03-05
OKTA,35121906.00,14000000.00,09:33:10,2026-03-05
KR,33731602.23,14000000.00,09:33:10,2026-03-05
NEM,27891676.80,14000000.00,09:33:10,2026-03-05
UAL,26181974.00,14000000.00,09:33:10,2026-03-05
DIS,25530343.70,14000000.00,09:33:10,2026-03-05
DOW,25023260.50,14000000.00,09:33:10,2026-03-05
OXY,24840486.00,14000000.00,09:33:10,2026-03-05
DDOG,23800335.10,14000000.00,09:33:10,2026-03-05
ANET,23336522.34,14000000.00,09:33:10,2026-03-05
WIX,22443758.34,14000000.00,09:33:10,2026-03-05
NKE,22247958.80,14000000.00,09:33:10,2026-03-05
RDDT,21824604.09,14000000.00,09:33:10,2026-03-05
DUOL,20224733.40,14000000.00,09:33:10,2026-03-05
ABNB,19182441.33,14000000.00,09:33:10,2026-03-05
SLB,18992259.26,14000000.00,09:33:10,2026-03-05
XYZ,18030538.96,14000000.00,09:33:10,2026-03-05
PYPL,16044018.84,14000000.00,09:33:10,2026-03-05
BX,16026651.84,14000000.00,09:33:10,2026-03-05
CRH,14278753.60,14000000.00,09:33:10,2026-03-05
AA,14094638.72,14000000.00,09:33:10,2026-03-05
