Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
PDD,62913397.04,14000000.00,09:32:43,2026-01-28
MCHP,46627491.56,14000000.00,09:32:43,2026-01-28
BMNR,35959999.32,14000000.00,09:32:43,2026-01-28
SLB,32745787.20,14000000.00,09:32:43,2026-01-28
NXT,31616447.79,14000000.00,09:32:43,2026-01-28
SWKS,29630370.56,14000000.00,09:32:43,2026-01-28
ARM,28287010.00,14000000.00,09:32:43,2026-01-28
PAAS,27321470.30,14000000.00,09:32:43,2026-01-28
CRCL,24798292.50,14000000.00,09:32:43,2026-01-28
MRVL,23746525.14,14000000.00,09:32:43,2026-01-28
QRVO,22710603.21,14000000.00,09:32:43,2026-01-28
OKLO,19602367.68,14000000.00,09:32:43,2026-01-28
SHOP,19310653.87,14000000.00,09:32:43,2026-01-28
CRDO,19040745.36,14000000.00,09:32:43,2026-01-28
OXY,18634725.00,14000000.00,09:32:43,2026-01-28
DELL,18120800.40,14000000.00,09:32:43,2026-01-28
SYY,17544912.00,14000000.00,09:32:43,2026-01-28
ILMN,16712243.32,14000000.00,09:32:43,2026-01-28
DDOG,16244832.22,14000000.00,09:32:43,2026-01-28
KTOS,16200840.00,14000000.00,09:32:43,2026-01-28
MP,15946264.08,14000000.00,09:32:43,2026-01-28
AG,15767882.65,14000000.00,09:32:43,2026-01-28
DVN,15570636.72,14000000.00,09:32:43,2026-01-28
ON,14781500.40,14000000.00,09:32:43,2026-01-28
