Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
SLB,125183707.00,14000000.00,09:32:29,2026-01-05
COP,69959458.80,14000000.00,09:32:29,2026-01-05
NBIS,69545700.00,14000000.00,09:32:29,2026-01-05
ANET,58663907.04,14000000.00,09:32:29,2026-01-05
ARM,50745340.68,14000000.00,09:32:29,2026-01-05
SMCI,46689482.58,14000000.00,09:32:29,2026-01-05
OKLO,36805125.55,14000000.00,09:32:29,2026-01-05
OXY,31104749.76,14000000.00,09:32:29,2026-01-05
CRDO,30981000.18,14000000.00,09:32:29,2026-01-05
NEM,29860371.75,14000000.00,09:32:29,2026-01-05
IONQ,28931984.05,14000000.00,09:32:29,2026-01-05
CRCL,24270995.20,14000000.00,09:32:29,2026-01-05
DELL,22502239.92,14000000.00,09:32:29,2026-01-05
GLW,21030219.60,14000000.00,09:32:29,2026-01-05
CMCSA,20483758.89,14000000.00,09:32:29,2026-01-05
SE,20336546.64,14000000.00,09:32:29,2026-01-05
KTOS,18497188.78,14000000.00,09:32:29,2026-01-05
MP,14724878.39,14000000.00,09:32:29,2026-01-05
