Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
ENTG,36696019.32,14000000.00,09:32:20,2026-01-15
IONQ,27204911.76,14000000.00,09:32:20,2026-01-15
ARM,23670738.30,14000000.00,09:32:20,2026-01-15
NEM,22513469.23,14000000.00,09:32:20,2026-01-15
MP,22261138.80,14000000.00,09:32:20,2026-01-15
ANET,19891791.36,14000000.00,09:32:20,2026-01-15
SBUX,19030660.60,14000000.00,09:32:20,2026-01-15
AA,17680282.18,14000000.00,09:32:20,2026-01-15
KTOS,16695960.00,14000000.00,09:32:20,2026-01-15
SE,15748709.25,14000000.00,09:32:20,2026-01-15
U,15469578.74,14000000.00,09:32:20,2026-01-15
OXY,15046405.68,14000000.00,09:32:20,2026-01-15
TSEM,14284544.00,14000000.00,09:32:20,2026-01-15
