Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
BIDU,64490269.03,14000000.00,09:32:25,2026-01-21
KTOS,26008738.29,14000000.00,09:32:25,2026-01-21
DDOG,25956359.61,14000000.00,09:32:25,2026-01-21
CRDO,23433180.16,14000000.00,09:32:25,2026-01-21
RMBS,21108889.68,14000000.00,09:32:25,2026-01-21
ANET,21026832.72,14000000.00,09:32:25,2026-01-21
MP,20694873.84,14000000.00,09:32:25,2026-01-21
HYMC,20402260.60,14000000.00,09:32:25,2026-01-21
SE,17430082.31,14000000.00,09:32:25,2026-01-21
IBKR,17098056.00,14000000.00,09:32:25,2026-01-21
SYF,17036759.30,14000000.00,09:32:25,2026-01-21
EXE,16941503.85,14000000.00,09:32:25,2026-01-21
CRCL,16232278.50,14000000.00,09:32:25,2026-01-21
BX,15839553.78,14000000.00,09:32:25,2026-01-21
AR,14623751.52,14000000.00,09:32:25,2026-01-21
DLTR,14230446.00,14000000.00,09:32:25,2026-01-21
MRNA,14032708.50,14000000.00,09:32:25,2026-01-21
TCOM,14029075.31,14000000.00,09:32:25,2026-01-21
