Ticker,Name,Last Price,Market Cap,Volatility (1M),Volume Notional
DHI,D.R. Horton Inc.,138.2500,N/A for download,30.01,299546551.50
DXCM,DexCom Inc.,62.3700,N/A for download,30.07,220194790.20
MAS,Masco Corporation,60.6900,N/A for download,30.14,127408034.25
FTNT,Fortinet Inc.,81.1500,N/A for download,30.17,426492183.45
ATD,Alimentation Couche-Tard Inc.,78.6400,N/A for download,30.88,130082827.84
CLX,The Clorox Company,104.2400,N/A for download,30.91,263757116.88
BG,Bunge Global SA,128.3200,N/A for download,30.94,266068825.28
RBA,RB Global Inc.,96.6000,N/A for download,30.94,112148736.00
DAR,Darling Ingredients Inc.,62.1600,N/A for download,31.03,264679704.24
EXE,Expand Energy Corporation,106.0300,N/A for download,31.31,351328390.43
VNOM,Viper Energy Inc.,45.4000,N/A for download,31.33,169535177.00
RRC,Range Resources Corporation,43.5000,N/A for download,31.53,176784348.00
KMX,CarMax Inc.,40.3100,N/A for download,31.62,123940108.94
CHKP,Check Point Software Technologies Ltd.,145.7600,N/A for download,31.63,169444105.12
NTNX,Nutanix Inc.,38.0400,N/A for download,31.76,121594745.88
ALLY,Ally Financial Inc.,39.7700,N/A for download,31.83,112372362.12
PYPL,PayPal Holdings Inc.,44.6300,N/A for download,31.84,683727761.82
FWONK,Formula One Group,85.3600,N/A for download,31.93,197187660.56
KR,The Kroger Co.,70.5400,N/A for download,31.98,476928911.02
PDD,PDD Holdings Inc.,101.7800,N/A for download,31.99,801983550.62
CALM,Cal-Maine Foods Inc.,83.3600,N/A for download,32.14,207318237.28
BJ,BJ's Wholesale Club Holdings Inc.,94.6100,N/A for download,32.26,261808954.84
BAH,Booz Allen Hamilton Holding Corporation,80.3700,N/A for download,32.56,139239256.86
ADM,Archer-Daniels-Midland Company,72.3700,N/A for download,32.73,276818579.02
BN,Brookfield Corporation,56.6100,N/A for download,32.86,141751326.78
NUVL,Nuvalent Inc.,105.6400,N/A for download,32.98,106419623.20
RVMD,Revolution Medicines Inc.,98.6400,N/A for download,33.02,215625954.96
CVE,Cenovus Energy Inc.,35.8600,N/A for download,33.04,257060294.26
TPR,Tapestry Inc.,144.3500,N/A for download,33.18,244897425.55
WYNN,Wynn Resorts Limited,102.6000,N/A for download,33.39,169216025.40
MDLN,Medline Inc.,44.0000,N/A for download,33.41,512386820.00
TWLO,Twilio Inc.,130.4600,N/A for download,33.45,246955692.06
IR,Ingersoll Rand Inc.,80.0000,N/A for download,33.46,191682640.00
DD,DuPont de Nemours Inc.,46.2100,N/A for download,33.74,154343294.61
SBUX,Starbucks Corporation,90.4300,N/A for download,33.93,727468475.64
LEN,Lennar Corporation,85.4400,N/A for download,34.07,330017980.80
UBER,Uber Technologies Inc.,71.7100,N/A for download,34.12,934743292.08
GEHC,GE HealthCare Technologies Inc.,71.9800,N/A for download,34.17,241217864.42
FTI,TechnipFMC plc,69.7900,N/A for download,34.19,266938514.78
DG,Dollar General Corporation,117.1700,N/A for download,34.28,470900137.16
KKR,KKR & Co. Inc.,91.3600,N/A for download,34.53,600716027.68
ABNB,Airbnb Inc.,125.1900,N/A for download,34.54,366338990.16
IFF,International Flavors & Fragrances Inc.,72.5700,N/A for download,34.99,110149721.37
CSGP,CoStar Group Inc.,39.6300,N/A for download,35.03,217110141.27
CG,The Carlyle Group Inc.,47.4000,N/A for download,35.08,184051924.80
SWK,Stanley Black & Decker Inc.,71.1700,N/A for download,35.12,107277957.16
APO,Apollo Global Management Inc.,110.2500,N/A for download,35.22,291352493.25
HAL,Halliburton Company,38.0000,N/A for download,35.36,666582282.00
MKC,McCormick & Company Incorporated,48.3800,N/A for download,35.59,550051523.62
MTDR,Matador Resources Company,60.6600,N/A for download,35.64,139430528.28
TRU,TransUnion,68.7900,N/A for download,35.69,134601805.74
PCOR,Procore Technologies Inc.,57.3400,N/A for download,35.71,105560474.38
TOL,Toll Brothers Inc.,136.8500,N/A for download,35.78,132134149.00
CNM,Core & Main Inc.,51.0500,N/A for download,35.82,175437051.65
CRH,CRH plc,106.2000,N/A for download,35.89,344136639.60
IONS,Ionis Pharmaceuticals Inc.,75.1300,N/A for download,36.13,125089797.14
EMR,Emerson Electric Co.,132.3700,N/A for download,36.19,383676165.81
AKAM,Akamai Technologies Inc.,115.7500,N/A for download,36.27,378360822.00
DLTR,Dollar Tree Inc.,108.7000,N/A for download,36.28,181673136.20
HXL,Hexcel Corporation,82.5900,N/A for download,36.40,126863360.58
DASH,DoorDash Inc.,150.5000,N/A for download,36.65,661293388.00
JCI,Johnson Controls International plc,134.7200,N/A for download,36.66,392190128.00
BIDU,Baidu Inc.,111.9000,N/A for download,36.66,130239179.10
ILMN,Illumina Inc.,126.6300,N/A for download,37.00,155028930.21
DT,Dynatrace Inc.,36.7700,N/A for download,37.12,139390620.83
BBY,Best Buy Co. Inc.,64.3100,N/A for download,37.21,182422067.55
CART,Maplebear Inc.,38.6400,N/A for download,37.72,149569682.64
CHRD,Chord Energy Corporation,136.9600,N/A for download,37.74,153595983.36
CYTK,Cytokinetics Incorporated,66.6100,N/A for download,37.85,157635362.62
DOCU,DocuSign Inc.,48.1700,N/A for download,37.92,211426559.75
PCVX,Vaxcyte Inc.,58.5000,N/A for download,37.97,157459477.50
TECH,Bio-Techne Corporation,53.4800,N/A for download,38.07,131492185.16
CMG,Chipotle Mexican Grill Inc.,32.6300,N/A for download,38.14,416040853.28
APA,APA Corporation,41.3500,N/A for download,38.19,608577267.15
OLLI,Ollie's Bargain Outlet Holdings Inc.,91.2400,N/A for download,38.22,131572915.72
SITE,SiteOne Landscape Supply Inc.,128.4200,N/A for download,38.22,134952982.24
LYV,Live Nation Entertainment Inc.,152.6300,N/A for download,38.38,472429075.91
CRUS,Cirrus Logic Inc.,147.1300,N/A for download,38.46,102052751.99
TERN,Terns Pharmaceuticals Inc.,52.7900,N/A for download,38.55,441296051.77
APG,APi Group Corporation,41.5300,N/A for download,38.59,196892234.92
AMCR,Amcor plc,40.7000,N/A for download,38.65,277322270.50
APTV,Aptiv PLC,62.0900,N/A for download,38.79,297119277.00
CARR,Carrier Global Corporation,56.9000,N/A for download,38.81,329122004.20
OSK,Oshkosh Corporation,149.0500,N/A for download,38.86,107802350.15
MGM,MGM Resorts International,36.7800,N/A for download,38.92,150048681.06
GWRE,Guidewire Software Inc.,148.5800,N/A for download,38.92,158271576.24
FLUT,Flutter Entertainment plc,102.7300,N/A for download,38.95,217431640.55
TOU,Tourmaline Oil Corp.,63.8000,N/A for download,38.99,164289274.60
IBKR,Interactive Brokers Group Inc.,67.9100,N/A for download,39.24,401857289.18
ARE,Alexandria Real Estate Equities Inc.,43.2900,N/A for download,39.32,182569990.59
BOOT,Boot Barn Holdings Inc.,143.5100,N/A for download,39.46,108930978.48
AR,Antero Resources Corporation,40.8600,N/A for download,39.48,288839830.32
PPG,PPG Industries Inc.,106.4700,N/A for download,39.61,198175059.81
