Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
ICLR,86375197.15,14000000.00,09:32:44,2026-02-12
ANET,49062588.00,14000000.00,09:32:44,2026-02-12
BBIO,48192890.70,14000000.00,09:32:44,2026-02-12
CGNX,37146151.00,14000000.00,09:32:44,2026-02-12
PDD,35183536.40,14000000.00,09:32:44,2026-02-12
PYPL,25196374.10,14000000.00,09:32:44,2026-02-12
AKAM,24819627.50,14000000.00,09:32:44,2026-02-12
NEM,22591969.60,14000000.00,09:32:44,2026-02-12
MRVL,20594841.44,14000000.00,09:32:44,2026-02-12
NKTR,19821466.71,14000000.00,09:32:44,2026-02-12
CRH,19750126.20,14000000.00,09:32:44,2026-02-12
NKE,18407544.92,14000000.00,09:32:44,2026-02-12
ON,18379539.84,14000000.00,09:32:44,2026-02-12
XYZ,18348094.94,14000000.00,09:32:44,2026-02-12
COP,17973092.94,14000000.00,09:32:44,2026-02-12
PAYC,17488571.14,14000000.00,09:32:44,2026-02-12
TEAM,17065149.04,14000000.00,09:32:44,2026-02-12
OKLO,16703163.90,14000000.00,09:32:44,2026-02-12
SMCI,16410133.77,14000000.00,09:32:44,2026-02-12
EBAY,14594527.90,14000000.00,09:32:44,2026-02-12
FITB,14423545.08,14000000.00,09:32:44,2026-02-12
