Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
SE,43074079.02,14000000.00,09:32:15,2026-01-06
NBIS,40836230.46,14000000.00,09:32:15,2026-01-06
ON,35361883.00,14000000.00,09:32:15,2026-01-06
ALB,33850890.85,14000000.00,09:32:15,2026-01-06
BIDU,28614026.24,14000000.00,09:32:15,2026-01-06
ARWR,27238119.79,14000000.00,09:32:15,2026-01-06
RBLX,25066077.81,14000000.00,09:32:15,2026-01-06
NEM,24591075.60,14000000.00,09:32:15,2026-01-06
MP,24468352.00,14000000.00,09:32:15,2026-01-06
AA,20472137.20,14000000.00,09:32:15,2026-01-06
IONQ,19508243.85,14000000.00,09:32:15,2026-01-06
CRCL,18478820.00,14000000.00,09:32:15,2026-01-06
SCCO,17875014.00,14000000.00,09:32:15,2026-01-06
ARM,14746917.45,14000000.00,09:32:15,2026-01-06
