Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
OXY,153024623.28,14000000.00,09:34:21,2026-03-02
SLB,69155692.15,14000000.00,09:34:21,2026-03-02
DAL,62510256.90,14000000.00,09:34:21,2026-03-02
CCL,62422110.30,14000000.00,09:34:21,2026-03-02
DVN,47624928.09,14000000.00,09:34:21,2026-03-02
AG,43366800.75,14000000.00,09:34:21,2026-03-02
AXTI,42386502.12,14000000.00,09:34:21,2026-03-02
LYB,36838143.20,14000000.00,09:34:21,2026-03-02
SMCI,36218724.30,14000000.00,09:34:21,2026-03-02
AR,33093632.25,14000000.00,09:34:21,2026-03-02
OKLO,31876405.56,14000000.00,09:34:21,2026-03-02
CRDO,31617491.52,14000000.00,09:34:21,2026-03-02
ALAB,31118038.38,14000000.00,09:34:21,2026-03-02
DOW,24258341.80,14000000.00,09:34:21,2026-03-02
SATS,24199632.32,14000000.00,09:34:21,2026-03-02
FRO,22199336.91,14000000.00,09:34:21,2026-03-02
ARM,22173799.24,14000000.00,09:34:21,2026-03-02
DDOG,22044916.44,14000000.00,09:34:21,2026-03-02
APA,21420013.44,14000000.00,09:34:21,2026-03-02
VIK,21367809.82,14000000.00,09:34:21,2026-03-02
CRH,20959302.00,14000000.00,09:34:21,2026-03-02
PAAS,19302288.39,14000000.00,09:34:21,2026-03-02
ABNB,19206274.50,14000000.00,09:34:21,2026-03-02
SE,18697440.60,14000000.00,09:34:21,2026-03-02
NTR,17660838.00,14000000.00,09:34:21,2026-03-02
BIDU,17096246.70,14000000.00,09:34:21,2026-03-02
MRNA,16676217.34,14000000.00,09:34:21,2026-03-02
SBUX,16593512.32,14000000.00,09:34:21,2026-03-02
TSEM,16528425.56,14000000.00,09:34:21,2026-03-02
TGT,16317344.16,14000000.00,09:34:21,2026-03-02
HYMC,15652387.79,14000000.00,09:34:21,2026-03-02
EL,15640369.50,14000000.00,09:34:21,2026-03-02
FIG,15403423.50,14000000.00,09:34:21,2026-03-02
SYF,15361434.92,14000000.00,09:34:21,2026-03-02
CVE,15304278.60,14000000.00,09:34:21,2026-03-02
IBKR,14975072.15,14000000.00,09:34:21,2026-03-02
WYNN,14902994.37,14000000.00,09:34:21,2026-03-02
LUV,14883648.00,14000000.00,09:34:21,2026-03-02
KR,14807993.72,14000000.00,09:34:21,2026-03-02
AA,14417613.00,14000000.00,09:34:21,2026-03-02
TFC,14270159.20,14000000.00,09:34:21,2026-03-02
TWLO,14226261.14,14000000.00,09:34:21,2026-03-02
PSX,14167837.71,14000000.00,09:34:21,2026-03-02
KRMN,14025844.20,14000000.00,09:34:21,2026-03-02
