Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
ARM,37069978.80,14000000.00,09:32:57,2026-02-18
APLD,35763493.68,14000000.00,09:32:57,2026-02-18
DDOG,34987054.91,14000000.00,09:32:57,2026-02-18
MRNA,30446969.21,14000000.00,09:32:57,2026-02-18
RKLB,25077981.00,14000000.00,09:32:57,2026-02-18
NKE,24119851.36,14000000.00,09:32:57,2026-02-18
FCX,23189882.76,14000000.00,09:32:57,2026-02-18
UAL,21849760.68,14000000.00,09:32:57,2026-02-18
PYPL,20523880.74,14000000.00,09:32:57,2026-02-18
ACLS,20159001.28,14000000.00,09:32:57,2026-02-18
BK,19590370.52,14000000.00,09:32:57,2026-02-18
WDAY,19440795.85,14000000.00,09:32:57,2026-02-18
GM,19202605.95,14000000.00,09:32:57,2026-02-18
OXY,19153490.46,14000000.00,09:32:57,2026-02-18
CRDO,18966235.05,14000000.00,09:32:57,2026-02-18
SEDG,18946758.60,14000000.00,09:32:57,2026-02-18
SMCI,18589942.20,14000000.00,09:32:57,2026-02-18
IREN,17508859.65,14000000.00,09:32:57,2026-02-18
ASTS,17442808.29,14000000.00,09:32:57,2026-02-18
ABNB,17250340.52,14000000.00,09:32:57,2026-02-18
FTNT,16453800.31,14000000.00,09:32:57,2026-02-18
CRH,15731845.92,14000000.00,09:32:57,2026-02-18
CCL,14848207.68,14000000.00,09:32:57,2026-02-18
EMR,14799440.25,14000000.00,09:32:57,2026-02-18
MRVL,14493404.40,14000000.00,09:32:57,2026-02-18
DELL,14130799.45,14000000.00,09:32:57,2026-02-18
