Ticker,Name,Last Price,Market Cap,Volatility (1M),Volume Notional
BKR,Baker Hughes Company,62.5400,N/A for download,30.09,741936910.92
TOL,Toll Brothers Inc.,153.6600,N/A for download,30.27,189785466.00
TROW,T. Rowe Price Group Inc.,93.4200,N/A for download,30.40,211388814.18
NTR,Nutrien Ltd.,101.6800,N/A for download,30.46,167731531.36
TFC,Truist Financial Corporation,49.3000,N/A for download,30.60,265125540.00
GM,General Motors Company,77.2700,N/A for download,30.69,716429281.55
VNOM,Viper Energy Inc.,44.7800,N/A for download,30.78,662969288.18
IFF,International Flavors & Fragrances Inc.,79.1600,N/A for download,30.84,156554732.00
OKE,ONEOK Inc.,84.7800,N/A for download,30.89,370997280.00
SLF,Sun Life Financial Inc.,88.2900,N/A for download,30.93,235153440.09
BYD,Boyd Gaming Corporation,81.3800,N/A for download,31.00,165811750.00
ARWR,Arrowhead Pharmaceuticals Inc.,64.1000,N/A for download,31.09,127582140.10
MHK,Mohawk Industries Inc.,113.8000,N/A for download,31.21,150375320.00
GLNG,Golar LNG Limited,45.7500,N/A for download,31.26,136930436.25
ORLY,O'Reilly Automotive Inc.,93.8700,N/A for download,31.52,522204723.81
EW,Edwards Lifesciences Corporation,85.2800,N/A for download,31.63,477075508.00
PFG,Principal Financial Group Inc.,93.6700,N/A for download,31.80,144038045.06
HSIC,Henry Schein Inc.,80.2100,N/A for download,32.04,106639836.68
SSB,SouthState Bank Corporation,98.5800,N/A for download,32.16,124861428.00
MCHP,Microchip Technology Incorporated,71.3900,N/A for download,32.28,670279139.42
AGCO,AGCO Corporation,133.0700,N/A for download,32.28,116702390.00
KR,The Kroger Co.,68.6400,N/A for download,32.35,364293072.00
STNG,Scorpio Tankers Inc.,79.4100,N/A for download,32.36,203241954.00
STT,State Street Corporation,125.9100,N/A for download,32.38,221337189.00
USB,U.S. Bancorp,53.9900,N/A for download,32.43,621365511.00
SWKS,Skyworks Solutions Inc.,58.1500,N/A for download,32.50,242232431.20
IP,International Paper Company,42.0500,N/A for download,32.69,178691475.00
SSNC,SS&C Technologies Holdings Inc.,74.7800,N/A for download,32.69,127006426.78
SCI,Service Corporation International,85.4200,N/A for download,32.74,140370686.00
FITB,Fifth Third Bancorp,49.5700,N/A for download,32.84,436022627.43
NTRS,Northern Trust Corporation,142.2400,N/A for download,32.98,174938415.68
CFG,Citizens Financial Group Inc.,59.6800,N/A for download,32.99,404863152.00
FTV,Fortive Corporation,58.0300,N/A for download,33.16,149838798.76
OLLI,Ollie's Bargain Outlet Holdings Inc.,103.5600,N/A for download,33.24,185894653.08
EHC,Encompass Health Corporation,108.0100,N/A for download,33.32,116956900.34
DHI,D.R. Horton Inc.,152.6100,N/A for download,33.45,421816176.54
QSR,Restaurant Brands International Inc.,72.1400,N/A for download,33.48,314927170.00
BRO,Brown & Brown Inc.,72.1600,N/A for download,33.58,179425840.00
HTHT,H World Group Limited,52.7700,N/A for download,33.86,102775326.93
IONS,Ionis Pharmaceuticals Inc.,78.6600,N/A for download,33.89,160870948.38
MET,MetLife Inc.,72.6700,N/A for download,33.90,467711387.00
PAYX,Paychex Inc.,95.5600,N/A for download,33.98,290872408.32
