Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
AA,49640566.89,14000000.00,09:32:44,2026-01-23
SMCI,34719687.20,14000000.00,09:32:44,2026-01-23
HAL,33863417.04,14000000.00,09:32:44,2026-01-23
NBIS,28299545.10,14000000.00,09:32:44,2026-01-23
OKLO,28014416.43,14000000.00,09:32:44,2026-01-23
DELL,26280210.64,14000000.00,09:32:44,2026-01-23
HYMC,20208341.01,14000000.00,09:32:44,2026-01-23
PDD,17930392.02,14000000.00,09:32:44,2026-01-23
SE,17419343.00,14000000.00,09:32:44,2026-01-23
CRCL,16686608.82,14000000.00,09:32:44,2026-01-23
DVN,15642243.50,14000000.00,09:32:44,2026-01-23
IONQ,15273164.72,14000000.00,09:32:44,2026-01-23
CRDO,14965146.20,14000000.00,09:32:44,2026-01-23
NKE,14816578.50,14000000.00,09:32:44,2026-01-23
BX,14700292.02,14000000.00,09:32:44,2026-01-23
