Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
GM,69261796.68,14000000.00,09:32:47,2026-02-09
MNDY,50271066.00,14000000.00,09:32:47,2026-02-09
DDOG,40177688.82,14000000.00,09:32:47,2026-02-09
PDD,26849202.54,14000000.00,09:32:47,2026-02-09
EXE,26531535.66,14000000.00,09:32:47,2026-02-09
WIX,22383566.94,14000000.00,09:32:47,2026-02-09
OKLO,21366956.11,14000000.00,09:32:47,2026-02-09
CCL,21013989.84,14000000.00,09:32:47,2026-02-09
NKE,18951777.62,14000000.00,09:32:47,2026-02-09
SLB,18667604.96,14000000.00,09:32:47,2026-02-09
APO,17450900.34,14000000.00,09:32:47,2026-02-09
BIDU,16512645.75,14000000.00,09:32:47,2026-02-09
ON,16282163.92,14000000.00,09:32:47,2026-02-09
TGT,16278314.13,14000000.00,09:32:47,2026-02-09
DUOL,14811923.25,14000000.00,09:32:47,2026-02-09
CRCL,14731646.92,14000000.00,09:32:47,2026-02-09
OXY,14598442.50,14000000.00,09:32:47,2026-02-09
