Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
ANET,43837275.50,14000000.00,09:33:05,2026-02-10
TRU,39053763.28,14000000.00,09:33:05,2026-02-10
ON,38516196.48,14000000.00,09:33:05,2026-02-10
AMKR,38026103.50,14000000.00,09:33:05,2026-02-10
ENTG,34281762.68,14000000.00,09:33:05,2026-02-10
VST,33756180.00,14000000.00,09:33:05,2026-02-10
FISV,24360315.84,14000000.00,09:33:05,2026-02-10
FCX,23144440.00,14000000.00,09:33:05,2026-02-10
CVS,23057624.97,14000000.00,09:33:05,2026-02-10
PDD,22952207.52,14000000.00,09:33:05,2026-02-10
ENPH,22941904.16,14000000.00,09:33:05,2026-02-10
ARM,22400031.96,14000000.00,09:33:05,2026-02-10
NDAQ,20554419.07,14000000.00,09:33:05,2026-02-10
NEM,20083630.49,14000000.00,09:33:05,2026-02-10
BIDU,19325209.50,14000000.00,09:33:05,2026-02-10
SE,19203807.12,14000000.00,09:33:05,2026-02-10
NKE,18495351.00,14000000.00,09:33:05,2026-02-10
IONQ,18046399.56,14000000.00,09:33:05,2026-02-10
GM,17911725.80,14000000.00,09:33:05,2026-02-10
OKLO,17838257.92,14000000.00,09:33:05,2026-02-10
SLB,17722086.27,14000000.00,09:33:05,2026-02-10
TEAM,16927356.96,14000000.00,09:33:05,2026-02-10
CRH,16506443.60,14000000.00,09:33:05,2026-02-10
ABNB,16250709.06,14000000.00,09:33:05,2026-02-10
CRCL,16135263.12,14000000.00,09:33:05,2026-02-10
AS,14765367.82,14000000.00,09:33:05,2026-02-10
INCY,14678925.00,14000000.00,09:33:05,2026-02-10
