Ticker,Name,Last Price,Market Cap,Volatility (1M),Volume Notional
NTRS,Northern Trust Corporation,154.8000,N/A for download,30.13,132240531.60
VLTO,Veralto Corporation,92.6900,N/A for download,30.17,332685728.70
LEN,Lennar Corporation,114.0800,N/A for download,30.19,210552322.40
COP,ConocoPhillips,108.7000,N/A for download,30.37,688914729.40
MO,Altria Group Inc.,64.4000,N/A for download,30.44,520426639.60
NKE,NIKE Inc.,62.4100,N/A for download,30.51,806387315.23
HALO,Halozyme Therapeutics Inc.,80.4800,N/A for download,30.73,132630798.56
CP,Canadian Pacific Kansas City Limited,109.9900,N/A for download,30.73,127392287.83
CNM,Core & Main Inc.,56.7200,N/A for download,30.84,124266713.60
XYL,Xylem Inc.,140.1900,N/A for download,30.97,414469772.34
EQH,Equitable Holdings Inc.,46.0100,N/A for download,31.04,118893060.70
CRH,CRH plc,126.8400,N/A for download,31.09,391775147.40
OC,Owens Corning,135.7500,N/A for download,31.11,145128153.00
AGCO,AGCO Corporation,133.5600,N/A for download,31.26,117203708.16
OKE,ONEOK Inc.,83.1300,N/A for download,31.30,335619252.66
SE,Sea Limited,108.8600,N/A for download,31.41,716478963.30
CFG,Citizens Financial Group Inc.,67.7000,N/A for download,31.46,337628565.60
PNFP,Pinnacle Financial Partners Inc.,101.2600,N/A for download,31.52,130392096.96
OVV,Ovintiv Inc.,47.0100,N/A for download,31.60,239219881.02
CMG,Chipotle Mexican Grill Inc.,39.5900,N/A for download,31.62,679868063.98
MTN,Vail Resorts Inc.,141.1200,N/A for download,31.72,103551315.84
MIAX,Miami International Holdings Inc.,41.3300,N/A for download,31.93,107050238.22
WYNN,Wynn Resorts Limited,116.9400,N/A for download,32.00,248697350.46
DD,DuPont de Nemours Inc.,47.1000,N/A for download,32.03,203362916.40
DVN,Devon Energy Corporation,43.4800,N/A for download,32.05,339611844.80
BN,Brookfield Corporation,63.5800,N/A for download,32.05,326865097.90
GEHC,GE HealthCare Technologies Inc.,79.0800,N/A for download,32.08,250788143.76
FITB,Fifth Third Bancorp,54.3300,N/A for download,32.23,428460831.78
USFD,US Foods Holding Corp.,90.1200,N/A for download,32.23,193245307.32
REXR,Rexford Industrial Realty Inc.,38.4800,N/A for download,32.25,137817774.64
PRU,Prudential Financial Inc.,102.2000,N/A for download,32.45,192585986.60
CNX,CNX Resources Corporation,38.9800,N/A for download,32.50,105486233.74
BJ,BJ's Wholesale Club Holdings Inc.,100.2800,N/A for download,32.51,155115811.56
STT,State Street Corporation,134.2800,N/A for download,32.54,229860638.28
OXY,Occidental Petroleum Corporation,46.6600,N/A for download,32.62,318586267.84
PDD,PDD Holdings Inc.,105.5700,N/A for download,32.66,588717122.49
FLS,Flowserve Corporation,85.6100,N/A for download,32.68,132940601.43
ATD,Alimentation Couche-Tard Inc.,79.4700,N/A for download,32.69,169437987.00
EHC,Encompass Health Corporation,106.1600,N/A for download,32.79,234239704.48
SLB,SLB N.V.,50.5400,N/A for download,32.85,686406381.92
GDDY,GoDaddy Inc.,98.0700,N/A for download,32.95,163098157.53
SWK,Stanley Black & Decker Inc.,89.8500,N/A for download,33.15,149495754.45
TIGO,Millicom International Cellular S.A.,68.2800,N/A for download,33.26,117894023.28
DINO,HF Sinclair Corporation,58.2000,N/A for download,33.33,105313016.40
INCY,Incyte Corporation,109.0300,N/A for download,33.40,294456230.70
HTHT,H World Group Limited,52.7900,N/A for download,33.61,109915167.59
QRVO,Qorvo Inc.,83.1600,N/A for download,33.62,103336196.04
FAST,Fastenal Company,46.5200,N/A for download,34.28,441641992.88
YUMC,Yum China Holdings Inc.,57.5000,N/A for download,34.35,157151870.00
NVT,nVent Electric plc,114.6200,N/A for download,34.43,401244388.38
RGEN,Repligen Corporation,143.5800,N/A for download,34.44,134413852.80
RRC,Range Resources Corporation,36.0300,N/A for download,34.65,118535169.06
TGT,Target Corporation,115.5200,N/A for download,34.81,520712060.48
BBY,Best Buy Co. Inc.,67.0800,N/A for download,35.01,329632729.92
ABNB,Airbnb Inc.,121.3100,N/A for download,35.11,596260243.18
EMN,Eastman Chemical Company,78.3800,N/A for download,35.40,130407233.16
TXT,Textron Inc.,95.4700,N/A for download,35.58,153253217.50
DOX,Amdocs Limited,73.3500,N/A for download,35.63,129650232.60
FTNT,Fortinet Inc.,85.9300,N/A for download,35.67,850480574.45
BKR,Baker Hughes Company,59.5500,N/A for download,35.76,524833980.15
J,Jacobs Solutions Inc.,150.9600,N/A for download,35.86,120600736.32
BALL,Ball Corporation,66.6500,N/A for download,35.90,151903148.05
LSCC,Lattice Semiconductor Corporation,87.5400,N/A for download,35.92,231943357.80
LYV,Live Nation Entertainment Inc.,147.9100,N/A for download,36.17,434556769.71
CF,CF Industries Holdings Inc.,94.9400,N/A for download,36.20,163963088.92
INSM,Insmed Incorporated,149.5400,N/A for download,36.21,305791056.12
ONON,On Holding AG,44.3400,N/A for download,36.28,173030376.36
CRBG,Corebridge Financial Inc.,31.1900,N/A for download,36.41,157500953.94
DLTR,Dollar Tree Inc.,123.1700,N/A for download,36.62,259861725.77
EBAY,eBay Inc.,87.3600,N/A for download,37.07,420640496.64
TROW,T. Rowe Price Group Inc.,95.8100,N/A for download,37.25,247955226.09
TRMB,Trimble Inc.,66.9300,N/A for download,37.34,145767917.88
FISV,Fiserv Inc.,60.1400,N/A for download,37.51,754273173.70
ROKU,Roku Inc.,88.5200,N/A for download,37.52,281163243.36
PAYC,Paycom Software Inc.,129.4200,N/A for download,37.99,174825712.80
PB,Prosperity Bancshares Inc.,74.8600,N/A for download,38.00,116758692.84
POST,Post Holdings Inc.,113.9400,N/A for download,38.12,211073166.36
BLDR,Builders FirstSource Inc.,124.3000,N/A for download,38.33,169797653.30
IRM,Iron Mountain Incorporated,97.0800,N/A for download,38.42,169435568.52
EDU,New Oriental Education & Technology Group Inc.,60.0600,N/A for download,38.51,102517314.90
WBS,Webster Financial Corporation,73.2100,N/A for download,38.64,310842924.68
ATR,AptarGroup Inc.,138.4700,N/A for download,39.42,144475028.49
CG,The Carlyle Group Inc.,59.2100,N/A for download,39.43,246151719.86
MGM,MGM Resorts International,38.0600,N/A for download,39.50,160891266.36
NDAQ,Nasdaq Inc.,86.3000,N/A for download,39.50,613978761.00
EQT,EQT Corporation,56.1300,N/A for download,39.58,529159625.22
MCHP,Microchip Technology Incorporated,74.4100,N/A for download,39.61,867355774.81
MOS,The Mosaic Company,29.5600,N/A for download,39.77,149850074.68
CELH,Celsius Holdings Inc.,47.8000,N/A for download,39.81,243587174.80
TECH,Bio-Techne Corporation,65.4800,N/A for download,40.01,111492010.24
BRO,Brown & Brown Inc.,68.6700,N/A for download,40.07,345784214.16
FIS,Fidelity National Information Services Inc.,50.5900,N/A for download,40.22,358986387.05
AR,Antero Resources Corporation,34.2400,N/A for download,40.47,157271304.96
BAM,Brookfield Asset Management Ltd.,69.8100,N/A for download,40.51,148676521.11
SFM,Sprouts Farmers Market Inc.,65.8500,N/A for download,40.52,178230334.35
TW,Tradeweb Markets Inc.,115.6600,N/A for download,40.60,226182845.44
CART,Maplebear Inc.,35.1500,N/A for download,40.61,162174331.85
