Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
SLB,63651217.52,14000000.00,09:32:21,2026-01-20
COP,42373915.96,14000000.00,09:32:21,2026-01-20
KTOS,36099348.24,14000000.00,09:32:21,2026-01-20
CRDO,33277444.20,14000000.00,09:32:21,2026-01-20
ANET,30541895.93,14000000.00,09:32:21,2026-01-20
TEAM,29647049.16,14000000.00,09:32:21,2026-01-20
MP,27493204.70,14000000.00,09:32:21,2026-01-20
BIDU,26104974.87,14000000.00,09:32:21,2026-01-20
CRCL,21807277.50,14000000.00,09:32:21,2026-01-20
TEM,20030392.86,14000000.00,09:32:21,2026-01-20
SE,19860737.25,14000000.00,09:32:21,2026-01-20
DUOL,17765486.20,14000000.00,09:32:21,2026-01-20
NRG,17675822.20,14000000.00,09:32:21,2026-01-20
UAL,17025349.00,14000000.00,09:32:21,2026-01-20
SATS,16297292.59,14000000.00,09:32:21,2026-01-20
OXY,16101322.51,14000000.00,09:32:21,2026-01-20
LEN,15720371.87,14000000.00,09:32:21,2026-01-20
FIG,14899329.60,14000000.00,09:32:21,2026-01-20
TCOM,14867279.28,14000000.00,09:32:21,2026-01-20
HIMS,14839920.45,14000000.00,09:32:21,2026-01-20
U,14683457.08,14000000.00,09:32:21,2026-01-20
MRNA,14586190.56,14000000.00,09:32:21,2026-01-20
CRH,14499657.84,14000000.00,09:32:21,2026-01-20
DDOG,14018492.46,14000000.00,09:32:21,2026-01-20
