Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
IONQ,141300199.15,14000000.00,09:33:15,2026-02-26
ACLX,60218123.16,14000000.00,09:33:15,2026-02-26
ZM,49671778.95,14000000.00,09:33:15,2026-02-26
CELH,42355809.11,14000000.00,09:33:15,2026-02-26
NBIS,36527706.00,14000000.00,09:33:15,2026-02-26
RKLB,36112610.34,14000000.00,09:33:15,2026-02-26
TCOM,35674447.55,14000000.00,09:33:15,2026-02-26
BIDU,35477157.20,14000000.00,09:33:15,2026-02-26
PSTG,33556513.04,14000000.00,09:33:15,2026-02-26
NTNX,30296218.16,14000000.00,09:33:15,2026-02-26
APH,29288833.50,14000000.00,09:33:15,2026-02-26
ARM,28780995.78,14000000.00,09:33:15,2026-02-26
FIG,28643015.70,14000000.00,09:33:15,2026-02-26
NEM,26072018.00,14000000.00,09:33:15,2026-02-26
NKE,25038882.13,14000000.00,09:33:15,2026-02-26
UAL,24567408.46,14000000.00,09:33:15,2026-02-26
ABNB,24491767.65,14000000.00,09:33:15,2026-02-26
GILD,24484109.94,14000000.00,09:33:15,2026-02-26
OXY,24136857.40,14000000.00,09:33:15,2026-02-26
ASTS,21788841.16,14000000.00,09:33:15,2026-02-26
DDOG,21440989.72,14000000.00,09:33:15,2026-02-26
CCL,19526015.60,14000000.00,09:33:15,2026-02-26
CRDO,18232202.16,14000000.00,09:33:15,2026-02-26
CRH,17398732.72,14000000.00,09:33:15,2026-02-26
DAL,16794354.72,14000000.00,09:33:15,2026-02-26
MRVL,15724479.00,14000000.00,09:33:15,2026-02-26
SLB,14790517.98,14000000.00,09:33:15,2026-02-26
FTNT,14709016.63,14000000.00,09:33:15,2026-02-26
RBLX,14561381.72,14000000.00,09:33:15,2026-02-26
APLD,14416756.61,14000000.00,09:33:15,2026-02-26
