Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
ENPH,148368432.00,14000000.00,09:33:04,2026-02-04
DVN,33595112.67,14000000.00,09:33:04,2026-02-04
PDD,27518890.68,14000000.00,09:33:04,2026-02-04
CRH,24747410.31,14000000.00,09:33:04,2026-02-04
CTSH,24172286.19,14000000.00,09:33:04,2026-02-04
DDOG,23761495.80,14000000.00,09:33:04,2026-02-04
TEAM,23677857.30,14000000.00,09:33:04,2026-02-04
MO,21230029.20,14000000.00,09:33:04,2026-02-04
TCOM,20864949.99,14000000.00,09:33:04,2026-02-04
MGM,20793221.71,14000000.00,09:33:04,2026-02-04
COP,20166180.41,14000000.00,09:33:04,2026-02-04
EBAY,19420378.00,14000000.00,09:33:04,2026-02-04
APLD,19301282.00,14000000.00,09:33:04,2026-02-04
OXY,18877775.36,14000000.00,09:33:04,2026-02-04
PSX,18592950.00,14000000.00,09:33:04,2026-02-04
BIDU,18584704.30,14000000.00,09:33:04,2026-02-04
IONQ,18360303.50,14000000.00,09:33:04,2026-02-04
TGT,18176295.72,14000000.00,09:33:04,2026-02-04
FTV,18132640.50,14000000.00,09:33:04,2026-02-04
GILD,17559603.93,14000000.00,09:33:04,2026-02-04
MP,17391604.50,14000000.00,09:33:04,2026-02-04
ARM,17306835.00,14000000.00,09:33:04,2026-02-04
OKLO,16715189.60,14000000.00,09:33:04,2026-02-04
NBIS,16527612.50,14000000.00,09:33:04,2026-02-04
VST,15911845.30,14000000.00,09:33:04,2026-02-04
FITB,14067602.73,14000000.00,09:33:04,2026-02-04
