Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
KTOS,46774640.64,14000000.00,09:32:24,2026-01-08
PDD,34954549.38,14000000.00,09:32:24,2026-01-08
AA,34092322.68,14000000.00,09:32:24,2026-01-08
IREN,23429451.79,14000000.00,09:32:24,2026-01-08
COP,20860040.00,14000000.00,09:32:24,2026-01-08
ANET,20337740.22,14000000.00,09:32:24,2026-01-08
SE,19843457.76,14000000.00,09:32:24,2026-01-08
SBUX,19468153.98,14000000.00,09:32:24,2026-01-08
ARM,18221497.32,14000000.00,09:32:24,2026-01-08
NOW,16188122.16,14000000.00,09:32:24,2026-01-08
SLB,16183378.82,14000000.00,09:32:24,2026-01-08
SMCI,14278582.76,14000000.00,09:32:24,2026-01-08
CRCL,14011423.80,14000000.00,09:32:24,2026-01-08
