Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
RMBS,50604699.15,14000000.00,09:32:52,2026-02-03
MP,36685031.95,14000000.00,09:32:52,2026-02-03
DVA,33537792.00,14000000.00,09:32:52,2026-02-03
ALAB,29531561.92,14000000.00,09:32:52,2026-02-03
DOCU,29122890.40,14000000.00,09:32:52,2026-02-03
TTD,29021624.62,14000000.00,09:32:52,2026-02-03
SATS,24912527.22,14000000.00,09:32:52,2026-02-03
IONQ,22349586.01,14000000.00,09:32:52,2026-02-03
CRH,22064782.00,14000000.00,09:32:52,2026-02-03
NBIS,21477600.00,14000000.00,09:32:52,2026-02-03
GILD,21408203.82,14000000.00,09:32:52,2026-02-03
DDOG,20907603.44,14000000.00,09:32:52,2026-02-03
APLD,19108069.53,14000000.00,09:32:52,2026-02-03
AUGO,19066488.25,14000000.00,09:32:52,2026-02-03
SLB,19027040.38,14000000.00,09:32:52,2026-02-03
RBLX,18819980.07,14000000.00,09:32:52,2026-02-03
CRCL,18220640.35,14000000.00,09:32:52,2026-02-03
CCL,17953696.19,14000000.00,09:32:52,2026-02-03
SMCI,17813940.00,14000000.00,09:32:52,2026-02-03
PDD,17060360.40,14000000.00,09:32:52,2026-02-03
LUV,16680450.00,14000000.00,09:32:52,2026-02-03
DUOL,16403167.28,14000000.00,09:32:52,2026-02-03
KTOS,15981581.00,14000000.00,09:32:52,2026-02-03
OKLO,15707689.92,14000000.00,09:32:52,2026-02-03
GM,15579471.60,14000000.00,09:32:52,2026-02-03
ARM,15363972.00,14000000.00,09:32:52,2026-02-03
DELL,15334643.80,14000000.00,09:32:52,2026-02-03
DVN,15177803.68,14000000.00,09:32:52,2026-02-03
TTMI,14333885.97,14000000.00,09:32:52,2026-02-03
VST,14005525.20,14000000.00,09:32:52,2026-02-03
