Timestamp,Symbol,Pivot_Name,Pivot_Price,Current_Price,Opening_Price,ATR,Outcome,Rejection_Reason,Notes
2026-01-27 09:33:00,MRNA,Current_Pivot,48.20,49.40,48.09,2.890,REJECTED,Pivot too close to opening,
2026-01-27 09:33:00,MRNA,Previous_R2,48.88,49.40,48.09,2.890,REJECTED,Range multiplier too low (5.91%),
2026-01-27 10:01:57,GM,Current_R2,84.70,84.73,83.63,,INVALIDATED,No qualifying volume day found,
2026-01-27 10:13:18,GM,Previous_R2,85.27,85.28,83.63,,INVALIDATED,No qualifying volume day found,
2026-01-27 10:36:20,GM,Previous_R3,86.67,86.70,83.63,,INVALIDATED,No qualifying volume day found,
2026-01-27 10:54:11,GM,Current_R3,87.12,87.17,83.63,,INVALIDATED,No qualifying volume day found,
