Timestamp,Symbol,Pivot_Name,Pivot_Price,Current_Price,Opening_Price,ATR,Outcome,Rejection_Reason,Notes
2026-01-28 09:32:26,ON,Current_R1,65.45,65.64,64.78,3.100,REJECTED,Pivot too close to opening,
2026-01-28 09:32:41,CRCL,Current_Pivot,72.89,72.93,72.75,2.670,REJECTED,Pivot too close to opening,
2026-01-28 09:33:46,BMNR,Current_R1,30.12,30.20,29.96,3.120,REJECTED,Pivot too close to opening,
